node1	node2	pearson	greater_fdr
T34E	nup60	0.2061	0
T34E	sus1	0.1051	0.010326760563380282
T34E	asm4	0.2414	0
T34E	nup42	0.0987	0.0188
T34E	ume6	0.0882	0.04073333333333334
T34E	chl4	0.1055	0.014566887417218542
T34E	nup157	0.2208	0
T34E	gle2	0.1567	0
T34E	mad1	0.1332	0
T34E	soh1	0.1357	0
T34E	hos2	0.1064	0.008269172932330827
T34E	srb2	0.1918	0
T34E	thp2	0.1756	0
T34E	mad2	0.1538	0
T34E	mog1	0.3216	0
T34E	nup133	0.1757	0
T34E	pom34	0.2257	0
T34E	nup2	0.2783	0
T34E	nup188	0.3163	0
T34E	sub1	0.1737	0
T34E	pom152	0.2428	0
T34E	nup53	0.2899	0
T34E	bub3	0.1053	0.010326760563380282
T34G	med8-51	0.13	0
T34G	mcd1-73	0.2363	0
T34G	mps1-3796	0.1802	0
T34G	mps1-417	0.1786	0
T34G	yrb1-51	0.1781	0
T34G	scc2-4	0.2875	0
T34G	ntf2-h104y	0.1453	0
T34G	scc4-4	0.1662	0
T34G	pab1-5001	0.2233	0
T34G	pab1-5002	0.1107	0.002335031847133758
T34G	smc1-2	0.2511	0
T34G	smc1-259	0.3009	0
T34G	tub2-430	0.1227	0
T34G	nup145-r4	0.1195	0.002335031847133758
T34G	spc105-15	0.3549	0
T34G	spc105-4	0.2735	0
T34G	srm1-g282s	0.1476	0
T34G	srm1-ts	0.2321	0
T34G	cdc20-1	0.0969	0.01593913043478261
T34G	ceg1-ts	0.1076	0.006248863636363636
T34G	cse1-5002	0.2467	0
T34G	nup57-e17	0.2289	0
T34G	cct2-5001	0.1228	0
T34G	dsn1-7	0.35	0
T34G	dsn1-8	0.3223	0
T34G	nup82-5004	0.1073	0.006248863636363636
T34G	smc3-1	0.314	0
T34G	smc3-42	0.3057	0
T34G	nnf1-77	0.1881	0
T34G	kap95-e126k	0.2365	0
T34G	med11-ts	0.1413	0
T34G	rna1-1	0.1199	0.002335031847133758
T34G	rna1-s116f	0.1031	0.009596858638743455
T34G	srp1-5001	0.1779	0
T34G	mex67-ts5	0.1034	0.009596858638743455
T34G	ipl1-2	0.1607	0
T34G	cet1-2	0.1261	0
T34G	cet1-15	0.096	0.01737440758293839
T34G	nsl1-6	0.2032	0
T34G	sgv1-23	0.133	0
T34G	nup60	0.1705	0
T34G	sus1	0.0862	0.041557894736842106
T34G	asm4	0.1048	0.009596858638743455
T34G	ume6	0.1279	0
T34G	chl4	0.1136	0.004416867469879518
T34G	sum1	0.1264	0
T34G	mcm21	0.1359	0
T34G	gle2	0.1453	0
T34G	mad1	0.2474	0
T34G	soh1	0.1346	0
T34G	hos2	0.1387	0
T34G	srb2	0.121	0.002335031847133758
T34G	mad2	0.2693	0
T34G	mog1	0.1123	0.004416867469879518
T34G	nup133	0.137	0
T34G	pom34	0.1082	0.004416867469879518
T34G	nup2	0.1073	0.004416867469879518
T34G	ctf3	0.1293	0
T34G	nup188	0.2019	0
T34G	sub1	0.0885	0.035879999999999995
T34G	cin4	0.0936	0.025109589041095892
T34G	nup53	0.1089	0.006248863636363636
T34G	bub3	0.2119	0
T34G	ctf19	0.1287	0
T34G	cin2	0.1684	0
cof1-8	ccz1	0.2073	0
cof1-8	boi2	0.179	0
cof1-8	deg1	0.0798	0.04025411764705882
cof1-8	mon1	0.1967	0
cof1-8	urm1	0.0962	0.013935087719298243
cof1-8	cap2	0.3252	0
cof1-8	cap1	0.3624	0
cof1-8	nup100	0.0762	0.049436427320490375
cof1-8	dnm1	0.0978	0.008698983050847457
cof1-8	arc18	0.3797	0
cof1-8	ypt7	0.1459	0
cof1-8	cin4	0.1231	0.0018896907216494846
cof1-8	bni1	0.3671	0
cof1-8	elp4	0.1041	0.008698983050847457
cof1-8	cin2	0.1146	0.0034261682242990653
ssl1-t242i	med11-ts	0.1818	0
ssl1-t242i	rna1-1	0.0914	0.016751493848857643
ssl1-t242i	rna1-s116f	0.1263	0
ssl1-t242i	med7-141	0.4047	0
ssl1-t242i	med7-163	0.2445	0
ssl1-t242i	dbp5-1	0.0763	0.045135430916552664
ssl1-t242i	cet1-2	0.1827	0
ssl1-t242i	cet1-15	0.3155	0
ssl1-t242i	tfb4-5001	0.2567	0
ssl1-t242i	sgv1-80	0.315	0
ssl1-t242i	sgv1-35	0.207	0
ssl1-t242i	nup60	0.0912	0.012641379310344827
ssl1-t242i	rxt2	0.1525	0
ssl1-t242i	ypt10	0.0759	0.046873485868102284
ssl1-t242i	rxt3	0.0909	0.01579605026929982
ssl1-t242i	nup84	0.0914	0.01625
ssl1-t242i	sum1	0.1257	0.0011980392156862745
ssl1-t242i	soh1	0.3054	0
ssl1-t242i	hos2	0.2399	0
ssl1-t242i	srb2	0.2168	0
ssl1-t242i	uba4	0.101	0.005845558086560365
ssl1-t242i	iki1	0.1203	0.0011980392156862745
ssl1-t242i	zrt3	0.1731	0
ssl1-t242i	cdc73	0.1159	0.0011980392156862745
ssl1-t242i	sub1	0.1874	0
ssl1-t242i	sap30	0.109	0.0037124050632911395
ssl1-t242i	pho23	0.2316	0
ssl1-t242i	yrb2_damp	0.1412	0
T34Q	med8-51	0.1808	0
T34Q	mcd1-73	0.10780000000000001	0.011193893129770994
T34Q	mps1-3796	0.1236	0.0032732142857142855
T34Q	mps1-417	0.1101	0.0087984
T34Q	gle1-2	0.0982	0.024604026845637585
T34Q	gle1-4	0.1546	0
T34Q	yrb1-51	0.241	0
T34Q	scc2-4	0.19	0
T34Q	rba50-5001	0.1284	0
T34Q	ntf2-h104y	0.3135	0
T34Q	ntf2-5001	0.2588	0
T34Q	scc4-4	0.0968	0.031681481481481484
T34Q	pab1-5001	0.14	0
T34Q	smc1-2	0.1514	0
T34Q	smc1-259	0.166	0
T34Q	nup145-r4	0.2227	0
T34Q	spc105-15	0.2486	0
T34Q	spc105-4	0.1479	0
T34Q	srm1-g282s	0.2038	0
T34Q	srm1-ts	0.3015	0
T34Q	ceg1-ts	0.1353	0
T34Q	cse1-5002	0.1738	0
T34Q	nup57-5001	0.1644	0
T34Q	nup57-e17	0.2817	0
T34Q	med6-5001	0.1211	0
T34Q	dsn1-7	0.2743	0
T34Q	dsn1-8	0.2509	0
T34Q	nup82-5004	0.2752	0
T34Q	smc3-1	0.1882	0
T34Q	smc3-42	0.1297	0
T34Q	nnf1-77	0.143	0
T34Q	ssl1-t242i	0.0892	0.04121538461538462
T34Q	kap95-e126k	0.2681	0
T34Q	med11-ts	0.1996	0
T34Q	rna1-1	0.0959	0.028020382165605092
T34Q	rna1-s116f	0.1232	0
T34Q	srp1-5001	0.1529	0
T34Q	dbp5-1	0.1535	0
T34Q	mex67-ts5	0.2334	0
T34Q	cet1-2	0.1004	0.015490140845070421
T34Q	cet1-15	0.0931	0.031681481481481484
T34Q	nsl1-6	0.1811	0
T34Q	sgv1-23	0.1149	0.006059504132231406
T34Q	sgv1-80	0.1253	0
T34Q	sgv1-35	0.1184	0.0032732142857142855
T34Q	nup60	0.1804	0
T34Q	sus1	0.0999	0.015490140845070421
T34Q	asm4	0.2391	0
T34Q	nup42	0.1314	0
T34Q	chl4	0.1052	0.015490140845070421
smc4-1	dbp5-1	0.135	0
T34Q	nup157	0.2196	0
T34Q	gle2	0.1695	0
T34Q	mad1	0.1099	0.006059504132231406
T34Q	soh1	0.1224	0
T34Q	srb2	0.1756	0
T34Q	thp2	0.1951	0
T34Q	mad2	0.1339	0
T34Q	mog1	0.3337	0
T34Q	nup133	0.1819	0
T34Q	pom34	0.2418	0
T34Q	nup2	0.2634	0
T34Q	nup188	0.301	0
T34Q	sub1	0.2032	0
T34Q	pom152	0.2167	0
T34Q	nup53	0.2652	0
smc4-1	dnm1	0.0986	0.03019058823529412
smc4-1	ctf3	0.1002	0.028199999999999996
smc4-1	nup53	0.106	0.025816901408450704
smc4-1	bub3	0.1317	0
Y148I	cdc24-h	0.1519	0
Y148I	cdc24-11	0.1508	0
Y148I	cdc24-1	0.106	0.006320689655172414
Y148I	cmd1-8	0.1557	0
Y148I	gle1-2	0.1257	0
Y148I	gle1-4	0.1305	0
Y148I	ntf2-h104y	0.2355	0
Y148I	ntf2-5001	0.2555	0
Y148I	tub2-430	0.1743	0
Y148I	act1-3	0.1229	0
Y148I	act1-119	0.1092	0.004554037267080745
Y148I	act1-155	0.1486	0
Y148I	act1-125	0.0911	0.020750943396226414
Y148I	act1-112	0.1266	0
Y148I	act1-121	0.1214	0
Y148I	nup145-r4	0.2633	0
Y148I	srm1-ts	0.0933	0.019816216216216216
Y148I	ceg1-34	0.144	0
Y148I	nup57-5001	0.2822	0
Y148I	nup57-e17	0.2297	0
Y148I	nup82-5005	0.1043	0.007883870967741936
Y148I	nup82-5004	0.31	0
Y148I	cof1-8	0.1569	0
Y148I	ssl1-t242i	0.0862	0.03104755700325733
Y148I	kap95-e126k	0.134	0
Y148I	rna1-s116f	0.086	0.033944444444444444
Y148I	dbp5-1	0.1132	0.002510958904109589
Y148I	mex67-ts5	0.1456	0
Y148I	nup60	0.1097	0.004554037267080745
Y148I	rxt2	0.0819	0.048110236220472447
Y148I	sus1	0.1578	0
Y148I	ccz1	0.2041	0
Y148I	ypt10	0.087	0.032381072555205045
Y148I	rxt3	0.1237	0
Y148I	asm4	0.3063	0
Y148I	nup42	0.2726	0
Y148I	nup157	0.2034	0
Y148I	gle2	0.2241	0
Y148I	boi2	0.1591	0
Y148I	arc1	0.0842	0.03743063063063063
Y148I	mon1	0.1784	0
Y148I	soh1	0.1065	0.006320689655172414
Y148I	lst7	0.1004	0.010575
Y148I	uba4	0.1639	0
Y148I	mpc2	0.1041	0.006320689655172414
Y148I	thp2	0.1873	0
Y148I	iki1	0.0828	0.047775
Y148I	urm1	0.1242	0
Y148I	cap2	0.1065	0.006320689655172414
Y148I	fis1	0.1046	0.007883870967741936
Y148I	sds3	0.132	0
Y148I	mog1	0.2145	0
Y148I	cap1	0.182	0
Y148I	nup100	0.1744	0
Y148I	zrt3	0.113	0.002510958904109589
Y148I	nup133	0.1133	0.002510958904109589
Y148I	dnm1	0.1639	0
Y148I	pom34	0.2137	0
Y148I	nup2	0.1039	0.006320689655172414
Y148I	arc18	0.1578	0
Y148I	ypt7	0.1716	0
Y148I	nup188	0.2845	0
Y148I	pom152	0.231	0
Y148I	cin4	0.1884	0
Y148I	nup53	0.2432	0
Y148I	sap30	0.0886	0.029230564784053153
Y148I	pho23	0.1394	0
Y148I	bni1	0.2172	0
Y148I	cin2	0.0847	0.03587522935779817
Y148I	crm1_damp	0.4027	0
Y148I	yrb2_damp	0.1654	0
Y157A	med8-51	0.2091	0
Y157A	gle1-4	0.0959	0.03610454545454545
Y157A	rba50-5001	0.1245	0
Y157A	pab1-5001	0.1124	0.004823684210526316
Y157A	nup145-r4	0.097	0.027267768595041323
Y157A	ceg1-ts	0.1957	0
Y157A	nup57-e17	0.1356	0
Y157A	med6-ts	0.0889	0.04738367346938775
Y157A	med6-5001	0.1229	0
Y157A	nup82-5004	0.1083	0.008331818181818182
Y157A	ssl1-t242i	0.1571	0
Y157A	kap95-e126k	0.092	0.03830149253731343
Y157A	med11-ts	0.0925	0.046145454545454545
Y157A	rna1-s116f	0.1168	0.004823684210526316
Y157A	med7-141	0.1102	0.008331818181818182
Y157A	med7-163	0.1398	0
Y157A	dbp5-1	0.0962	0.032004761904761904
Y157A	cet1-2	0.121	0.004823684210526316
Y157A	cet1-15	0.1169	0.004823684210526316
Y157A	tfb4-5001	0.2039	0
Y157A	sgv1-23	0.0917	0.04855629139072848
Y157A	sgv1-80	0.1143	0.004823684210526316
Y157A	sgv1-35	0.1253	0
Y157A	ume6	0.1196	0
Y157A	sum1	0.1298	0
kap95-e126k	med11-ts	0.1162	0.0030677824267782428
kap95-e126k	rna1-1	0.0803	0.04749473684210527
kap95-e126k	rna1-s116f	0.0999	0.010408201892744478
kap95-e126k	srp1-5001	0.4247	0
kap95-e126k	dbp5-1	0.2423	0
kap95-e126k	mex67-ts5	0.1801	0
kap95-e126k	ipl1-2	0.1421	0
kap95-e126k	cet1-2	0.1446	0
kap95-e126k	sgv1-23	0.1159	0.0030677824267782428
kap95-e126k	sgv1-80	0.1066	0.006546428571428572
kap95-e126k	nup60	0.2171	0
kap95-e126k	sus1	0.2054	0
kap95-e126k	asm4	0.325	0
kap95-e126k	nup84	0.1086	0.005492134831460674
kap95-e126k	nup42	0.1499	0
kap95-e126k	ume6	0.1139	0.0030677824267782428
kap95-e126k	chl4	0.2196	0
kap95-e126k	mcm21	0.1572	0
kap95-e126k	nup157	0.1862	0
kap95-e126k	gle2	0.2948	0
kap95-e126k	mad1	0.1491	0
kap95-e126k	thp2	0.251	0
kap95-e126k	mad2	0.2125	0
kap95-e126k	mog1	0.1786	0
kap95-e126k	nup100	0.1011	0.008525581395348838
kap95-e126k	nup133	0.1743	0
kap95-e126k	pom34	0.1689	0
kap95-e126k	nup2	0.2733	0
kap95-e126k	ctf3	0.1081	0.0030677824267782428
kap95-e126k	nup188	0.337	0
kap95-e126k	pom152	0.1399	0
kap95-e126k	cin4	0.1025	0.008525581395348838
kap95-e126k	nup53	0.2233	0
kap95-e126k	bub3	0.088	0.026955882352941173
kap95-e126k	ctf19	0.1445	0
kap95-e126k	cin2	0.0847	0.03309583333333333
kap95-e126k	crm1_damp	0.1549	0
Y157A	arc1	0.0908	0.044515714285714283
Y157A	hos2	0.1131	0.004823684210526316
Y157A	uba4	0.1012	0.01729245283018868
Y157A	thp2	0.1728	0
Y157A	nup2	0.1541	0
Y157A	sub1	0.164	0
Y157A	nup53	0.1028	0.019816216216216213
Y157A	crm1_damp	0.1495	0
med11-ts	rna1-1	0.2042	0
med11-ts	rna1-s116f	0.241	0
med11-ts	srp1-5001	0.0865	0.04186796657381616
med11-ts	med7-141	0.3222	0
med11-ts	med7-163	0.3056	0
med11-ts	dbp5-1	0.1321	0
med11-ts	mex67-ts5	0.1131	0.005262200956937799
med11-ts	ipl1-2	0.1174	0.003684422110552764
med11-ts	cet1-2	0.2625	0
med11-ts	cet1-15	0.2541	0
med11-ts	tfb4-5001	0.1854	0
med11-ts	sgv1-23	0.2032	0
med11-ts	sgv1-80	0.1939	0
med11-ts	sgv1-35	0.2375	0
med11-ts	nup60	0.1815	0
med11-ts	rxt2	0.1226	0.002059550561797753
med11-ts	ume6	0.1201	0.002059550561797753
med11-ts	chl4	0.1291	0.002059550561797753
med11-ts	mad1	0.1041	0.01216929460580913
med11-ts	soh1	0.2999	0
med11-ts	hos2	0.2238	0
med11-ts	srb2	0.3535	0
med11-ts	sds3	0.1048	0.01216929460580913
med11-ts	mad2	0.1034	0.014605577689243027
med11-ts	mog1	0.2047	0
med11-ts	nup133	0.1732	0
med11-ts	cdc73	0.1599	0
med11-ts	nup188	0.1917	0
med11-ts	sub1	0.2093	0
med11-ts	pom152	0.1088	0.005262200956937799
med11-ts	nup53	0.2639	0
med11-ts	sap30	0.1631	0
med11-ts	pho23	0.1258	0.002059550561797753
cdc24-h	cdc24-11	0.1592	0
cdc24-h	cdc24-1	0.2834	0
cdc24-h	cmd1-8	0.1002	0.008047317073170732
cdc24-h	ntf2-h104y	0.1009	0.005849999999999999
cdc24-h	act1-3	0.0854	0.02269090909090909
cdc24-h	act1-155	0.0816	0.030444290657439445
cdc24-h	act1-112	0.1377	0
cdc24-h	nup57-5001	0.1945	0
cdc24-h	irr1-1	0.1617	0
cdc24-h	rho3-1	0.1453	0
cdc24-h	nnf1-77	0.0795	0.03790371567043618
cdc24-h	cof1-8	0.1528	0
cdc24-h	nsl1-6	0.1628	0
cdc24-h	boi2	0.1887	0
cdc24-h	deg1	0.0976	0.008047317073170732
cdc24-h	mon1	0.0831	0.028298947368421055
rna1-1	rna1-s116f	0.344	0
rna1-1	med7-141	0.1038	0.014664
rna1-1	med7-163	0.1122	0.007005095541401273
rna1-1	mex67-ts5	0.1373	0
rna1-1	ipl1-2	0.0961	0.02453622047244094
rna1-1	cet1-2	0.2028	0
rna1-1	cet1-15	0.0995	0.021747457627118643
rna1-1	tfb4-5001	0.1911	0
rna1-1	sgv1-23	0.1694	0
rna1-1	sgv1-80	0.1632	0
rna1-1	sgv1-35	0.1754	0
rna1-1	nup60	0.098	0.01963928571428571
rna1-1	rxt2	0.186	0
rna1-1	asm4	0.0886	0.04932844036697248
rna1-1	ume6	0.1047	0.013365624999999999
cdc24-h	uba4	0.0769	0.04343601895734597
cdc24-h	mpc2	0.1192	0.0012954063604240283
cdc24-h	urm1	0.1133	0.002396078431372549
cdc24-h	cap1	0.1604	0
cdc24-h	zrt3	0.0762	0.04438396226415095
cdc24-h	dnm1	0.0921	0.01348961038961039
cdc24-h	ypt7	0.1109	0.0033226586102719034
cdc24-h	cin4	0.144	0
cdc24-h	bni1	0.1936	0
cdc24-h	crm1_damp	0.0957	0.007387405541561713
rna1-1	nup157	0.088	0.039664918032786885
rna1-1	gle2	0.095	0.02453622047244094
rna1-1	soh1	0.1274	0.0028640625000000003
rna1-1	hos2	0.1079	0.01024022346368715
rna1-1	urm1	0.0996	0.021747457627118643
rna1-1	sds3	0.1619	0
rna1-1	mog1	0.1005	0.021747457627118643
rna1-1	nup100	0.1082	0.01024022346368715
rna1-1	cdc73	0.1344	0
rna1-1	nup188	0.1867	0
rna1-1	pom152	0.0886	0.034368750000000003
rna1-1	sap30	0.1631	0
rna1-1	pho23	0.1061	0.011638095238095236
rna1-1	caf40	0.1089	0.011638095238095236
rna1-s116f	srp1-5001	0.1196	0.0010043835616438356
rna1-s116f	med7-141	0.2717	0
rna1-s116f	med7-163	0.1791	0
rna1-s116f	dbp5-1	0.1497	0
rna1-s116f	ipl1-2	0.1589	0
rna1-s116f	cet1-2	0.1999	0
rna1-s116f	cet1-15	0.19	0
rna1-s116f	tfb4-5001	0.2037	0
rna1-s116f	sgv1-23	0.188	0
rna1-s116f	sgv1-80	0.3913	0
rna1-s116f	sgv1-35	0.3151	0
rna1-s116f	nup60	0.1443	0
rna1-s116f	rxt2	0.2706	0
rna1-s116f	rxt3	0.155	0
rna1-s116f	asm4	0.1295	0.0010043835616438356
rna1-s116f	ume6	0.1452	0
rna1-s116f	nup157	0.1035	0.004535257731958763
rna1-s116f	gle2	0.0859	0.0195594512195122
rna1-s116f	deg1	0.1205	0.0010043835616438356
rna1-s116f	mad1	0.0775	0.040207741935483876
rna1-s116f	soh1	0.2629	0
rna1-s116f	hos2	0.2717	0
rna1-s116f	srb2	0.2238	0
rna1-s116f	mpc2	0.0756	0.043533749999999996
rna1-s116f	thp2	0.1856	0
rna1-s116f	sds3	0.2845	0
rna1-s116f	mad2	0.0787	0.040207741935483876
rna1-s116f	mog1	0.1315	0
rna1-s116f	nup100	0.1097	0.0032087527352297595
rna1-s116f	nup133	0.1061	0.00389171974522293
rna1-s116f	nup2	0.1296	0
rna1-s116f	cdc73	0.2023	0
rna1-s116f	nup188	0.2813	0
rna1-s116f	sub1	0.1588	0
rna1-s116f	pom152	0.1301	0
rna1-s116f	nup53	0.2494	0
rna1-s116f	sap30	0.2805	0
rna1-s116f	pho23	0.1855	0
rna1-s116f	cin2	0.1105	0.0032087527352297595
cdc24-11	cdc24-1	0.2746	0
cdc24-11	cmd1-8	0.1134	0.002841860465116279
cdc24-11	frq1-1	0.1966	0
cdc24-11	tub2-430	0.1646	0
cdc24-11	act1-119	0.1348	0
cdc24-11	act1-155	0.2125	0
cdc24-11	act1-125	0.1649	0
cdc24-11	act1-136	0.1927	0
cdc24-11	act1-112	0.17	0
cdc24-11	act1-124	0.1852	0
cdc24-11	act1-121	0.0888	0.019996363636363635
cdc24-11	ceg1-34	0.0812	0.037786980108499096
cdc24-11	arc15-10	0.1347	0
cdc24-11	cof1-8	0.1304	0
cdc24-11	ssl1-t242i	0.0952	0.011699999999999999
cdc24-11	med7-141	0.1164	0.0015533898305084746
cdc24-11	ipl1-2	0.1378	0
cdc24-11	cet1-15	0.1342	0
cdc24-11	tfb4-5001	0.0885	0.023600858369098712
cdc24-11	ccz1	0.1129	0.002841860465116279
cdc24-11	nup42	0.0952	0.012993417721518987
cdc24-11	boi2	0.1335	0
cdc24-11	mon1	0.1133	0.002841860465116279
cdc24-11	lst7	0.1074	0.004954054054054054
cdc24-11	uba4	0.0997	0.00865132743362832
cdc24-11	iki1	0.1251	0.0015533898305084746
cdc24-11	cap2	0.0888	0.021850331125827814
cdc24-11	fis1	0.1131	0.002841860465116279
cdc24-11	zrt3	0.108	0.003970397111913357
cdc24-11	dnm1	0.1179	0.0015533898305084746
cdc24-11	arc18	0.1371	0
cdc24-11	ypt7	0.0841	0.031031102362204722
cdc24-11	cin4	0.1022	0.00865132743362832
cdc24-11	bni1	0.2599	0
cdc24-11	caf40	0.1473	0
cdc24-11	elp4	0.1413	0
cdc24-11	crm1_damp	0.1485	0
cdc24-11	yrb2_damp	0.0807	0.03236775431861804
cdc24-1	cmd1-8	0.2554	0
cdc24-1	frq1-1	0.1244	0.001909375
cdc24-1	act1-3	0.1127	0.0033788018433179726
cdc24-1	act1-119	0.1282	0
cdc24-1	act1-155	0.1605	0
cdc24-1	act1-125	0.0819	0.03682366071428571
cdc24-1	act1-112	0.1645	0
cdc24-1	act1-124	0.1372	0
cdc24-1	act1-121	0.1893	0
cdc24-1	rho3-1	0.169	0
cdc24-1	cof1-8	0.1662	0
cdc24-1	ccz1	0.133	0
cdc24-1	boi2	0.1865	0
cdc24-1	mon1	0.1519	0
cdc24-1	lst7	0.1873	0
cdc24-1	cap2	0.1509	0
cdc24-1	fis1	0.1642	0
cdc24-1	cap1	0.2284	0
cdc24-1	dnm1	0.0787	0.04524979079497908
cdc24-1	arc18	0.1426	0
cdc24-1	ypt7	0.096	0.014574311926605505
cdc24-1	cin4	0.1442	0
cdc24-1	bni1	0.2954	0
cdc24-1	crm1_damp	0.0831	0.02763316582914573
srp1-5001	dbp5-1	0.0958	0.018577702702702703
srp1-5001	cet1-2	0.1631	0
srp1-5001	sgv1-23	0.1463	0
srp1-5001	sgv1-80	0.0908	0.02700169971671388
srp1-5001	sus1	0.1216	0.00235
srp1-5001	asm4	0.1344	0
srp1-5001	chl4	0.0896	0.03647761194029851
srp1-5001	mcm21	0.0914	0.027726050420168073
srp1-5001	gle2	0.1868	0
srp1-5001	mad1	0.103	0.011061206896551724
srp1-5001	soh1	0.0935	0.020750943396226417
srp1-5001	srb2	0.1025	0.015333079847908746
srp1-5001	mad2	0.1477	0
srp1-5001	nup133	0.099	0.014154440154440154
srp1-5001	nup2	0.1875	0
srp1-5001	nup188	0.1799	0
srp1-5001	nup53	0.0968	0.018135689045936394
srp1-5001	ctf19	0.0965	0.018577702702702703
med7-141	med7-163	0.3436	0
med7-141	ipl1-2	0.077	0.04226083333333334
med7-141	cet1-2	0.246	0
med7-141	cet1-15	0.3624	0
med7-141	tfb4-5001	0.2671	0
med7-141	sgv1-80	0.3529	0
med7-141	sgv1-35	0.2593	0
med7-141	nup60	0.0972	0.007436105476673428
med7-141	rxt2	0.3093	0
med7-141	nup84	0.1176	0.0018656488549618321
med7-141	ume6	0.1372	0
med7-141	chl4	0.0797	0.04626502057613169
med7-141	sum1	0.1404	0
med7-141	deg1	0.1111	0.0018656488549618321
med7-141	soh1	0.5065	0
med7-141	hos2	0.3347	0
med7-141	srb2	0.2581	0
med7-141	sds3	0.2702	0
med7-141	mad2	0.0765	0.0472550881953867
med7-141	zrt3	0.1962	0
med7-141	cdc73	0.1973	0
med7-141	nup188	0.119	0.0010268907563025212
med7-141	sub1	0.0859	0.023056603773584906
med7-141	nup53	0.1237	0.0010268907563025212
med7-141	sap30	0.3461	0
med7-141	pho23	0.2569	0
med7-141	elp4	0.0864	0.02390869565217391
med7-163	mex67-ts5	0.167	0
med7-163	ipl1-2	0.0983	0.012562616822429906
med7-163	cet1-2	0.1711	0
med7-163	cet1-15	0.2173	0
med7-163	tfb4-5001	0.1967	0
med7-163	sgv1-23	0.1555	0
med7-163	sgv1-80	0.1839	0
med7-163	sgv1-35	0.2792	0
med7-163	nup60	0.1156	0.001814851485148515
med7-163	rxt2	0.0952	0.019188429752066118
med7-163	nup84	0.1065	0.007855714285714285
med7-163	soh1	0.3923	0
med7-163	hos2	0.2497	0
med7-163	srb2	0.2786	0
med7-163	thp2	0.0821	0.039675324675324676
med7-163	zrt3	0.1356	0
med7-163	nup133	0.1329	0
med7-163	cdc73	0.2129	0
med7-163	sub1	0.1486	0
med7-163	pom152	0.1051	0.007855714285714285
med7-163	nup53	0.1683	0
med7-163	sap30	0.1271	0
med7-163	pho23	0.1204	0.001814851485148515
dbp5-1	mex67-ts5	0.2118	0
dbp5-1	ipl1-2	0.1661	0
dbp5-1	cet1-15	0.0983	0.020454077253218884
dbp5-1	nup60	0.2294	0
dbp5-1	sus1	0.1483	0
dbp5-1	asm4	0.1933	0
dbp5-1	nup84	0.205	0
dbp5-1	chl4	0.1416	0
dbp5-1	mcm21	0.1488	0
dbp5-1	nup157	0.1368	0
dbp5-1	gle2	0.2119	0
dbp5-1	mad1	0.0893	0.03913879003558719
dbp5-1	thp2	0.2726	0
dbp5-1	mog1	0.1609	0
dbp5-1	nup100	0.1271	0
dbp5-1	nup133	0.2528	0
dbp5-1	pom34	0.2608	0
dbp5-1	nup2	0.1515	0
dbp5-1	ctf3	0.1026	0.012703960396039604
dbp5-1	nup188	0.1729	0
dbp5-1	pom152	0.2339	0
dbp5-1	nup53	0.1754	0
dbp5-1	bub3	0.1002	0.012703960396039604
dbp5-1	ctf19	0.1189	0.004611320754716982
dbp5-1	crm1_damp	0.1165	0.002477027027027027
mex67-ts5	ipl1-2	0.2351	0
mex67-ts5	sgv1-23	0.2735	0
mex67-ts5	sgv1-35	0.1028	0.011576842105263156
mex67-ts5	nup60	0.1129	0.004582500000000001
mex67-ts5	sus1	0.1434	0
mex67-ts5	asm4	0.2164	0
mex67-ts5	nup42	0.1644	0
mex67-ts5	nup157	0.1435	0
mex67-ts5	gle2	0.2385	0
mex67-ts5	thp2	0.1794	0
mex67-ts5	fis1	0.1341	0
mex67-ts5	mog1	0.2696	0
mex67-ts5	nup133	0.2244	0
mex67-ts5	pom34	0.2541	0
mex67-ts5	nup2	0.2023	0
mex67-ts5	nup188	0.2591	0
mex67-ts5	pom152	0.2059	0
mex67-ts5	nup53	0.2051	0
mex67-ts5	crm1_damp	0.1956	0
ipl1-2	cet1-15	0.0902	0.01729245283018868
ipl1-2	tfb4-5001	0.1449	0
ipl1-2	sgv1-23	0.115	0.002563636363636364
ipl1-2	nup60	0.0869	0.023783892617449662
ipl1-2	chl4	0.1308	0
ipl1-2	mcm21	0.1773	0
ipl1-2	mad1	0.3483	0
ipl1-2	hos2	0.1103	0.0036177631578947363
ipl1-2	thp2	0.1301	0
ipl1-2	fis1	0.1636	0
ipl1-2	mad2	0.3302	0
ipl1-2	ctf3	0.1464	0
ipl1-2	nup188	0.0885	0.024385809312638583
ipl1-2	bub3	0.2592	0
ipl1-2	ctf19	0.1374	0
ipl1-2	cin2	0.105	0.004539938080495356
cet1-2	cet1-15	0.2745	0
cet1-2	tfb4-5001	0.1754	0
cet1-2	sgv1-23	0.121	0.0022770186335403725
cet1-2	sgv1-80	0.1518	0
cet1-2	sgv1-35	0.216	0
cet1-2	nup60	0.0958	0.017716728624535313
cet1-2	rxt2	0.1195	0.004050828729281768
cet1-2	nup84	0.1235	0.0022770186335403725
cet1-2	deg1	0.1234	0.0022770186335403725
cet1-2	soh1	0.1784	0
cet1-2	hos2	0.2335	0
cet1-2	srb2	0.1784	0
cet1-2	sds3	0.0857	0.04241652892561983
cet1-2	nup100	0.0925	0.025921212121212123
cet1-2	zrt3	0.1192	0.0022770186335403725
cet1-2	nup133	0.1172	0.0022770186335403725
cet1-2	cdc73	0.1462	0
